公司代號,公司名稱,產業類別,直接(範疇一)溫室氣體排放量(公噸CO₂e),能源間接(範疇二)溫室氣體排放量(公噸CO₂e),其他間接(範疇三)溫室氣體排放量(公噸CO₂e),溫室氣體排放密集度,再生能源使用率,用水量(公噸(t)),用水密集度,有害廢棄物(公噸(t)),非有害廢棄物(公噸(t)),總重量(有害+非有害)(公噸(t)),廢棄物密集度,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數,職業災害比率,火災件數,火災死傷人數,火災比率(死傷人數/員工總人數),董事會席次(席),獨立董事席次(席),女性董事比率,董事出席董事會出席率,公司年度召開法說會次數(次),ESG,E,S,G
2207,和泰車,汽車工業,1816.19,21616.215,1138.14,4.70505,0.0052,16170,28,8.31,136.49,144.8,0.0711,3535,3118,2630,1991,0.2478,0,0,0,0,0,14,3,0.1428,0.9911,4,61,48,48,80
2208,台船,航運業,12467.66,22160.95,7456.3,1.7718,0.017,505206,25.8498,656.95,3639.39,4296.34,0.2198,1181,969,956,907,0.1102,7,0.0024,9,0,0,15,3,0.0667,0.89,1,57,53,55,62
2211,長榮鋼,鋼鐵工業,3874.38,7726.14,245474.96,1.416,0.00065,50474,6.161,0,8042.33,8042.33,0.9817,1256,1060,1086,1044,0.2069,2,0.0331,0,0,0,7,3,0.2857,1,2,63,52,60,82
2227,裕日車,汽車工業,318,685.7,4782.685,0.042,0.0378,3412500,130.57,0,4.82,4.82,0.0002,1445,1187,1205,1142,0.12,0,0,0,0,0,11,3,0.091,0.982,2,67,66,60,73
2228,劍麟,汽車工業,176.2577,4502.47,4826.62,2.6155,0.1139,28394,15.873,25.56,175.92,201.48,0.1126,818,701,641,540,0.1538,0,0,0,0,0,7,3,0.2857,1,2,59,41,60,73
2231,為升,汽車工業,36.7651,3266.08,1102.46,0.75,0,19296,4.39,5736,18537,24273,4.21,761,655,643,549,0.1795,2,0.0051,0,0,0,8,4,0.25,0.9483,1,54,36,53,69
2233,宇隆,汽車工業,171.9806,2523.85,1060.84,1.7073,0.1139,14290.1,9.05,40.34,319,359.34,0.2276,850,722,631,522,0.32,0,0,0,0,0,9,3,0,0.93,4,59,49,68,60
2236,百達-KY,汽車工業,11310.2149,30355.0657,8033.555,8.36065,0.0029,330443,98.39825,123.62,3244.835,3368.455,0.5225,689.5,570.5,880.5,754.5,0,0,0,0,0,0,7,4,0.29,0.93,1,49,30,55,59
2239,英利-KY,汽車工業,22.8798,62.2314,694.1994,0.6007,0.1139,476,10.4264,8.811,74.096,77.655,2.11005,707.5,582,526,464.5,0.2,0,0,0,0,0,7,3,0,0.7143,2,49,25,58,60
2241,艾姆勒,汽車工業,218.92,4073.72,88598.84125,5.0576,0,64675,0.0407,17.67,108.2,125.87,0.0001,945,761,739,675,0.1316,5,0.015,0,0,0,7,3,0.1429,0.9783,1,65,78,53,66
2243,宏旭-KY,汽車工業,11310.2149,30355.0657,8033.555,8.36065,0.0029,330443,98.39825,123.62,3244.835,3368.455,0.5225,689.5,570.5,554.5,505.5,0.0435,0,0,0,0,0,7,3,0.1429,0.8776,1,48,25,58,59
2247,汎德永業,汽車工業,369.1226,7628.74,3203.45625,0.1573,0.0007,81291.39,1.599,8.31,142.98,546.35,0.0107,1255,1059,1117,849,0.372,5,0.003,0,0,0,7,3,0.0029,0.9821,2,60,46,60,69
2250,IKKA-KY,汽車工業,11593.03045,38419.135,6941.76625,7.0923,0.0029,355121,47.84825,52.125,3217.775,3269.9,20.5964,700,574.5,554.5,505.5,0.43,0,0,0,0,0,9,3,0,0.9506,1,50,25,68,56
2254,巨鎧精密-創,汽車工業,1393.54,13861.125,28498.45,17.99615,0.0029,135885.155,82.12215,113.0383,981.45,1094.49,0.12595,643,528,467,426,0.1818,3,0.0211,0,0,0,9,3,0.2222,0.9841,1,52.5,25,60.5,67.5
2258,鴻華先進-創,汽車工業,170.5341,938.4218,694.1994,1.0703,0.1139,10485,10.1198,0,247,247,0.24,1552,1341,1294,1083,0.11,9,0.06,0,0,0,9,4,0.3333,1,2,49.5,27.5,61.5,57.5
2301,光寶科,電腦及週邊設備業,6713.43,141874.16,13063175.5,1.0835,0.283,2066626,15.07,1683,3343,5026,0.149,1693,1514,1414,1130,0.2318,37,0.0012,1,0,0,8,4,0,1,4,78,85,63,85
2302,麗正,半導體業,25.3729,434.2884,524.96525,1.8313,0,3342.355,96.6932,1.9,19.191,21.091,0.084,886,739,733,557,0.0833,0,0,0,0,0,5,4,0.4444,0.9231,1,61,61,60,62
2303,聯電,半導體業,509555,1636208,1893167,9.65,0.104,17258137,93.08,39496,24811,64307,0.218,2227,2015,1851,1577,0.225,10,0.0005,0,0,0,9,5,0.2222,1,4,84,80,83,88
2305,全友,電腦及週邊設備業,4.1737,584.109,2195.0811,6.4462,0.02795,4042,44.2856,2.04,1.1,3.14,0.03,1099,927,807,790,0.2121,0,0,0,0,0,9,3,0.1111,0.9259,1,65,73,68,57
2308,台達電,電子零組件業,26283,105992,7160049,0.33,0.76,4293600,10.46,4301,45003,49304,0.12,1881,1647,1734,1466,0.32,11,0.0009,0,0,0,12,5,0.25,0.9583,30,81,74,70,94
2312,金寶,其他電子業,4871,170246,1461,1.1,0.078,1387641.14,8.6859,2247.88,9552.93,11800.81,0.0739,1892,1590,1469,1236,0.328,66,0.0033,0,0,0,11,3,0.1818,0.8961,2,67,50,83,69
2313,華通,電子零組件業,17633,437897,139232,7.6673,0.28,10389700,174.8754,55121,19534,74655,1.2566,1027,853,912,814,0.034,31,0.001,0,0,0,9,3,0.1111,0.9259,4,69,74,63,70
2314,台揚,通信網路業,572.47,4653.48,329.7373,1.2313,0,41216,12.2893,56.1355,36.7563,92.8918,0.0277,1125,944,850,635,0.358,2,0.0033,0,0,0,7,3,0.1429,0.9143,2,69,45,65,77
2316,楠梓電,電子零組件業,1337.85,38991.82,3422.425,20.5097,0.20595,1129302,1.09,1768.57,702.03,2470.6,0.0024,585,472,495,450,0.38,4,0.0036,0,0,0,9,3,0.22,0.9048,1,67,77,58,67
2317,鴻海,其他電子業,258108.18,2421127,27175368,0.435,0.6096,85234800.47,13.83,112074.33,1274804.25,1386878.57,0.23,2859,2395,2517,1772,0.2155,31,0.0077,0,0,0,8,5,0.25,0.9,4,79,89,63,83
2321,東訊,通信網路業,125.9073,567.7671,416.72975,1.91565,0.0817,20697,11.54175,0,5.25,5.25,49.0654,1084,902,781,644,0.119,0,0,0,0,0,9,3,0.2222,0.9333,1,58,48,55,63
2323,中環,光電業,103.0052,81118.36,110.7731,26.589,0.0149,309000,530,40.23,53,93.23,0.0305,775,663,623,544,0.26,9,0.014,1,0,0,8,3,0.375,0.9583,1,60,55,55,68
2324,仁寶,電腦及週邊設備業,19862.84,104415.54,7347.03,0.156,0.4777,2068110,2.18,1421661,6275228,7696889,8.12,1620,1406,1402,1255,0.2963,179,0.0039,0,0,0,15,3,0,0.8857,13,73,85,60,74
2327,國巨,電子零組件業,5888.64,106768.58,37768.77,3.8226,0.0279,1082.99,0.0367,1821.02,2411.78,4232.8,0.38785,877,767,745,629,0.3399,38,0.004,0,0,0,9,3,0,0.8222,16,68,60,63,77
2328,廣宇,電子零組件業,4.2687,52.0005,235.3053,0.006,0,2128.65,0.184,0,7.63,7.63,0.008,2393,2013,1569,1353,0.125,0,0,0,0,0,7,4,0.2857,1,3,73,78,75,69
2329,華泰,半導體業,588.5115,83815.09,56411.42,5.057,0.001,1437900,86.1511,2396.3,137.3,2533.6,0.152,843,697,731,642,0.0398,9,0.0086,0,0,0,6,3,0,1,2,73,81,73,68
2330,台積電,半導體業,1596031.2,10187386.72,7616654.79,5.2239,0.1116,101001617,176.4318,371236,285605,656841,1.17,3015,2737,2842,2248,0.141,48,0.0007,2,0,0,10,6,0.1,0.94,4,79,73,83,82
2331,精英,電腦及週邊設備業,5800,75848,24043.75,4.65,0,961200,48.6887,8030.94,2207.79,10238.73,0.51,1533,1337,1307,1120,0.3203,8,0.0123,0,0,0,5,3,0,0.9636,1,75,70,80,76
2332,友訊,通信網路業,119.9,1148.88,419593.44,26.4,0.0026,11341,22.5467,0,17.73,17.73,0.0352,1404,1218,1139,1040,0.5714,0,0,0,0,0,9,3,0.1111,0.949,2,73,60,73,76
2337,旺宏,半導體業,120502.23,254499.05,245775.9,13.6,0.0119,2684080,97.1648,5544.65,4561.33,10105.98,0.366,1575,1344,1382,1173,0.16,4,0.001,0,0,0,15,4,0.1333,0.981,4,71,69,60,81
2338,光罩,半導體業,165.17,17641,3868.41,247,0,196427,9.8389,161.48,123.6,285.08,0.0143,1102,938,995,849,0.2162,0,0,0,0,0,7,3,0.2857,1,2,51,45,35,68
2340,台亞,半導體業,2822.82,32732.96,7000.04,10.7155,0.4939,1655282,84220,263.7573,527.3473,791.1046,0.1992,950,816,820,711,0.2584,8,0.91,0,0,0,4,3,0,1,1,59,59,48,68
2342,茂矽,半導體業,96367.85,45194.16,100111.305,7.5358,0.0136,630224,78.99,232,212,444,0.056,997,830,808,715,0.264,9,0.0009,0,0,0,9,4,0.1111,0.9672,1,72,69,83,66
2344,華邦電,半導體業,44149,356535,454221,10.6675,0.003,4356250,116,6387,7208,13595,0.362,1766,1566,1589,1382,0.1105,5,0.0014,0,0,0,11,4,0.2727,0.9273,2,64,58,50,79
2345,智邦,通信網路業,667,16639,39593,0.1811,0,62718,0.7457,3.8,2225,2228.8,0.0265,1545,1367,1385,982,0.248,12,0.0022,0,0,0,7,4,0.1429,0.9429,1,76,52,85,73
2347,聯強,電子通路業,1485.32,1886.44,728.2632,0.0247,0.00165,19697,18.0375,0,194,194,0.0017,1520,1313,1201,1030,0.4309,18,0.015,0,0,0,9,3,0.1111,0.9444,5,72,50,78,78
2348,海悅,其他,5791.085,18069.145,9805.33,3.81065,0.14835,3335.65,2.26195,6,851,857,0.053,1820,1618,1255,1058,0.3077,0,0,0,0,0,13,4,0.1538,0.875,1,45,25,53,48
2349,錸德,光電業,63.168,14608.5,17461.575,0.0058,0.0014,106137.98,0.0421,12.426,93.23,105.656,44.91855,774,671,665,541,0.14,0,0,0,0,0,7,3,0.2857,0.9048,1,62,60,55,68
2351,順德,半導體業,2236.99,27727.24,15375.72,3.563,0,1404.4,0.167,1006.56,609.7104,1616.27,0.1922,838,693,692,593,0.1053,4,0.0027,0,0,0,9,4,0,0.9815,9,71,66,63,81
2352,佳世達,電腦及週邊設備業,3501.04,48404.86,1755.84,0.665,0.2619,416628.5,142.1003,721.169,25979.02,26700.19,9.2706,2001,1730,1592,1320,0.242,3,0,0,0,0,9,5,0.2222,1,4,81,91,70,81
2353,宏碁,電腦及週邊設備業,2339.31,8219.65,5794134.62,0.0438,0.4768,141795.95,0.5876,0,1883.68,1883.68,0.0078,1715,1435,1422,1186,0.313,23,0.0028,0,0,0,7,4,0.2857,0.9574,12,68,67,50,82
2354,鴻準,其他電子業,19.1324,311.7193,68841.09,0.0044,0.1457,942530,12.6514,1043.46,4721.28,5764.74,0.0774,2871,2481,2266,1553,0.25,12,0.0018,0,0,0,5,3,0,1,2,58,63,40,67
2355,敬鵬,電子零組件業,7388.71,159704.67,83651.66,16.2797,0.01105,3459953.48,0.0521,36098.31,8599.73,44698.03,0.0126,828,709,702,632,0.235,55,0.0001,0,0,0,9,3,0.2222,0.9444,1,65,66,58,70
2356,英業達,電腦及週邊設備業,8407.72,123194.28,844495.68,0.3,0.1854,974000,1.2241,355.138,28455.49,28810.62,0.1147,1330,1142,1129,948,0.2656,14,0.0008,0,0,0,9,3,0,0.98,31,75,73,68,83
2357,華碩,電腦及週邊設備業,1517.6,13807.75,1905467.46,149.14,0.3,197123,24.7,109.778,433.72,543.49,0.0013,1917,1720,1691,1375,0.2346,3,0.002,0,0,0,15,5,0.1333,0.9778,4,63,58,43,82
2358,廷鑫,其他,1583.5035,2165.30765,2277.23,0.6404,0.04835,6420,1279.7899,0,850,850,0.02795,1179.5,1017,748.5,686.5,0.4,0,0,0,0,0,8,4,0.125,0.93,0,63,35,75,64
2359,所羅門,其他電子業,235.6581,4374.6,6090.76,2.5358,0.0066,17817,4.2221,0.856,2.4,3.256,0.01975,1111,936,895,783,0.05,1,0,0,0,0,9,4,0.1111,1,1,49,30,53,60
2360,致茂,其他電子業,465.3452,8310.01,124.1844,0.047,0,85756.8,0.0046,22.25,452.98,475.23,0,1336,1119,1154,1001,0.0776,3,0,0,0,0,9,4,0.1111,0.9756,14,71,53,78,81
2362,藍天,電腦及週邊設備業,393.36,4139.8,1288.995,0.0213,0.1618,49803.5,4.98365,41.26,579.7,620.96,0.0313,1468,1252,1206,1101,0.2805,1,0.0006,0,0,0,6,2,0,1,4,67,55,58,83
2363,矽統,半導體業,72.47095,3561.27215,495.27105,3.19965,0.022,8995.555,0.70005,331.35,13.8505,345.2005,0.01,2005,1795,1414,1310,0.19,0,0,0,0,0,7,3,0.42,0.9552,1,59,45,65,65
2364,倫飛,電腦及週邊設備業,17.0066,694.3185,2195.0811,0.658,0.10885,6855,0.0063,0,32.791,32.791,0.0303,1166,1007,802,665,0.4198,3,0.0309,0,0,0,11,4,0.182,0.8133,2,60,56,73,53
2365,昆盈,電腦及週邊設備業,33.0854,636.4997,2195.0811,0.8701,0,23552,9.367,0.298,29.6475,29.9455,0.2121,1294,1071,861,770,0.4167,0,0,0,0,0,7,3,0.1429,1,2,62,38,75,69
2367,燿華,電子零組件業,3133.47,98570.94,31728.44,7.32,0,2062073,148.33,6232,3121,9353,0.67,766,640,593,544,0.1573,28,0.0062,0,0,0,7,3,0.1429,1,1,67,53,78,69
2368,金像電,電子零組件業,49830.17,226627.3,49830.17,31.8077,0.162,6932.93,0.2306,44019.96,12442.85,56462.8,1.8778,1116,963,877,682,0.361,25,0.3484,0,0,0,10,4,0.3,0.9,4,62,52,50,78
2369,菱生,半導體業,1690.93,59980.8,12235.63,13.05,0.00335,917136,194.07,54.904,812.223,867.127,0.1835,685,555,588,531,0.1538,0,0,0,0,0,9,3,0,0.93,1,60,56,55,66
2371,大同,電機機械,13181.32,19171.81,16479.9407,1.708,0.0244,522653,27.5913,12.29,3134.84,3147.13,0.1661,890,762,739,659,0.2075,8,0.0032,0,0,0,9,3,0.1111,0.9596,2,64,52,58,79
2373,震旦行,其他電子業,937.87,1365.8,8220.13,0.7,0.0066,35701,10.9244,0,308.08,308.08,0.0943,859,724,749,650,0.15,1,0.0056,0,0,0,7,3,0.2857,0.964,2,61,45,63,73
2374,佳能,光電業,31.2299,1011.96,7541.8,0.2115,0.0006,6355,11.95,3.94,26.9,30.84,44.8402,1224,1047,1148,1090,0.2105,0,0,0,0,0,9,3,0,0.98,1,62,56,70,62
2375,凱美,電子零組件業,1166.38,9659.09,4658.23,3.8511,0.0206,389979.53,138.7333,97.75,0,97.75,0.0347,1038,840,777,730,0.24,1,0.0005,0,0,0,7,3,0,0.96,1,64,43,83,67
2376,技嘉,電腦及週邊設備業,832.8622,26606.4,5751348.11,0.2006,0,249770,1.8262,327.9069,2184.35,2512.26,0.0184,1489,1302,1232,856,0.2787,4,0.0007,0,0,0,11,5,0.0909,0.964,2,60,56,53,69
2377,微星,電腦及週邊設備業,1533.05,40777.96,1403962.47,0.2313,0.068,661288,3.61,208.282,8506.68,8714.96,0.0476,1708,1510,1395,1213,0.1642,23,0.005,0,0,0,11,3,0.0909,0.9697,1,55,47,45,70
2379,瑞昱,半導體業,1143.57,26074.04,392952.66,0.286,0.0034,70119.66,13.4612,8.5083,17.13,25.6383,18,3480,3167,3149,2593,0.0177,2,0.0003,0,0,0,10,3,0.1,0.9,4,64,56,60,74
2380,虹光,電腦及週邊設備業,84.594,753.953,2195.0811,2.68,0.10885,10697,290,4.86,60.91,65.77,0.0036,1078,874,893,803,0.18,4,0.0547,0,0,0,7,4,0,0.8367,1,59,60,58,59
2382,廣達,電腦及週邊設備業,23549.73,242685.35,30703.31,0.245,0.2792,2827.82,4.60365,1887.81,82528.91,84416.72,0.01775,1851,1628,1522,1291,0.2372,120,0.0023,0,0,0,7,3,0.1429,0.9762,18,67,57,50,87
2383,台光電,電子零組件業,70402.82,102879.65,11453.67,4.1961,0.012,676069,0.0164,8056.96,8533.57,16590.53,0.4017,1456,1288,1070,805,0.0037,27,0.0063,1,0,0,7,3,0.1429,0.9286,31,66,40,60,90
2385,群光,電子零組件業,6827.89,52060.36,626878.45,0.5989,0.4313,249548.47,2.5381,92.1647,5830.82,5922.98,0.0602,2699,2441,2099,1808,0.077,23,0.0012,0,0,0,8,3,0.125,1,12,79,76,75,86
2387,精元,電腦及週邊設備業,387.6554,964.245,206.5597,0.41685,0.02795,8045,11.37815,1.175,79.7805,80.9555,0.01525,1128,973,742,672,0.0769,0,0,0,0,0,7,3,0.4286,1,1,51,25,65,59
2388,威盛,半導體業,61.8533,1171.9,282.5997,0.12,0,21900,1.7327,0.9963,9.5955,0.15,0.0119,1995,1733,1692,1515,0.2745,0,0,0,0,0,8,4,0.125,0.9667,1,63,65,50,70
2390,云辰,其他電子業,1023.5985,6842.3315,15965.03,0.9823,0.095,127097.05,12.8903,6.5515,497.04355,503.595,0.0515,974,801,811,760,0.2353,0,0,0,0,0,7,3,0.2857,0.881,1,47,25,40,69
2392,正崴,電子零組件業,5982,107341,640008,1.25,0.5488,2918,0.10375,1506,4051,5557,0.22135,1283,1085,1246,1086,0.31,32,0.0012,1,0,0,9,4,0,0.97,4,66,51,70,75
2393,億光,光電業,1011.2,81935.93,8011.59,5.7581,0.03375,695629,48.2905,164.162,2051.78,2215.95,0.1519,1049,883,927,735,0.403,19,0.0049,0,0,0,8,4,0,1,2,59,48,50,74
2395,研華,電腦及週邊設備業,615.474,9723.02,946060.02,0.4626,0,115639,33.0964,3.77,162.107,165.877,105.1688,1338,1094,1232,1059,0.2,20,0,0,0,0,9,3,0.1111,0.9841,7,75,61,65,93
2397,友通,電腦及週邊設備業,150.263,3114.43,1108.62,0.814,0,22453.35,5.6,6.119,75.53,81.649,0.2121,969,812,819,644,0.263,2,0.0001,0,0,0,7,3,0,0.9429,4,63,40,70,74
2399,映泰,電腦及週邊設備業,32.4818,256.2035,90.6542,0.1236,0.10885,5843.2,0.0025,0.483,0,0.483,0.0002,1127,963,868,742,0.1,0,0,0,0,0,7,3,0.1429,0.8571,1,47,28,48,60
2401,凌陽,半導體業,2.766,3381.76,88406.0934,0.6114,0,28260,5.1084,0.49,103.57,104.06,0.0188,1636,1414,1421,1246,0.2892,0,0,0,0,0,7,4,0,0.9821,2,71,56,75,79
2402,毅嘉,電子零組件業,33.448,8934.42,1204.03,1.5523,0.022,122743,21.2468,102.365,127.437,229.802,0.0398,1012,884,592,493,0.28,1,0.0044,0,0,0,7,3,0.1429,1,1,55,43,55,63
2404,漢唐,其他電子業,15.23,673.26,1177.72715,0.0288,0.00165,12158,0.5084,0,0,0,0.01975,1904,1735,1577,1387,0.1373,0,0,0,0,0,8,3,0.25,0.9592,1,53,31,65,61
2405,輔信,電腦及週邊設備業,5.74,382.68,1207.2661,0.23,0.36295,5.56,0.09895,0,5.68,5.68,0.0109,1199,1023,956,807,0.1957,0,0,0,0,0,7,3,0.7143,0.9423,1,54,43,48,68
2406,國碩,光電業,30.3047,3610.14,617.3191,4.0333,0,50209,55.6278,10.838,156.6,167.438,0.1802,860,719,697,625,0.2609,0,0,0,0,0,7,3,0.0029,0.9038,1,67,58,68,73
2408,南亞科,半導體業,56586,374412,816878,14.4,0.029,3384722,3.38,16522,5881,22403,0.0224,1377,1203,1220,1054,0.35,3,0.0008,0,0,0,12,4,0.1667,0.9833,19,76,77,55,93
2409,友達,光電業,66809.19,2361055.73,2170554.18,9.8377,0.015,18410000,0.33,13805.12,59663.76,73468.88,0.2977,1274,1069,1099,839,0.2804,40,0.0011,0,0,0,8,4,0.375,1,8,73,77,43,92
2412,中華電,通信網路業,18874.89,645490.65,1814662.26,3.5202,0.0516,2168135,9.7,0,1875,1875,0.85,1712,881,1526,1487,0.2339,8,0.0004,2,0,0,13,5,0.2308,0.9841,4,77,70,65,88
2413,環科,電子零組件業,257.9896,3871.73,15943.075,0.8543,0.016,25619,5.5648,2.45,13.3,15.75,0.0034,656,554,547,467,0.038,2,0.0025,0,0,0,11,4,0.0909,0.9273,1,56,51,60,57
2414,精技,電子通路業,79.7029,755.7516,561.72315,0.0369,0.021,5036,0.2459,0,3.9,3.9,0.019,1109,942,875,788,0.2188,0,0,0,0,0,9,4,0.1111,0.9535,1,59,53,55,65
2415,錩新,電子零組件業,1086.23,10119.83,14689.53,26615.59,0,5442,8.995,40.056,75.0635,115.1195,0.0068,1370,1160,1020,886,0.3913,0,0,0,0,0,7,3,0.1428,1,1,58,41,68,63
2417,圓剛,電腦及週邊設備業,35.028,474.4539,2219.21,0.1572,0.335,2235.78,0.004,0.025,12.017,11.53,0.03075,1370,1190,1157,1114,0.4194,0,0,0,0,0,8,4,0.125,1,2,65,44,78,71
2419,仲琦,通信網路業,270.8842,6134.11,19981.46,0.6744,0,30084,3.1992,127.274,311.8875,439.1615,0.0467,1600,1355,1266,1105,0.2419,0,0,0,0,0,9,3,0.2222,0.9556,1,75,42,88,72
2420,新巨,電子零組件業,156,4151,15943.075,2.03,0,32655,15.36,1.69,31.72,33.41,0.02,745,637,596,483,0.32,0,0,0,0,0,7,3,0.1429,1,2,67,48,73,77
2421,建準,電子零組件業,2337.83,20473.8,230220.88,1.766,0.0984,299535,23.1934,131.158,2.51,133.668,0.0104,1303,1096,1082,876,0.411,13,0.002,0,0,0,9,4,0.3333,0.96,6,68,51,90,66
2423,固緯,其他電子業,48.4912,1314.73,289.68725,0.45,0,12.31,0.02265,0.773,23.437,24.21,0.01625,1222,1053,995,898,0.208,0,0,0,0,0,9,3,0.111,1,2,61,43,65,72
2424,隴華,通信網路業,72.84,1979.6403,903.7936,0.576,0,9228,0.995,8.485,460.875,469.36,24.5328,978,830,859,712,0.375,0,0,0,0,0,9,4,0.1111,0.9365,1,59,35,68,57
2425,承啟,電腦及週邊設備業,387.6554,964.245,843.5836,0.68965,0.03025,25273.51,4.60365,0.07,19.1775,19.2475,0.00385,1378,1184,1036,910,0.3,0,0,0,0,0,7,4,0.1428,0.9428,1,58,25,85,63
2426,鼎元,光電業,7286.17,16136.23,3758.82,11.7,0,734551,366.5607,436.4,191.4,627.8,0.3133,673,539,569,465,0.2976,3,0.0039,0,0,0,7,3,0.1429,1,1,55,40,50,70
2427,三商電,資訊服務業,400.897,303.875,253.85475,0.179,0.01025,3034,9.1386,0,37.783,37.783,0.0416,1030,887,794,741,0.23,1,0.0012,0,0,0,9,4,0,0.8571,1,60,35,65,61
2428,興勤,電子零組件業,1309.65,47089.08,1362.81,6.83,0.0255,350276,32.0877,457.61,1065.67,1523.28,0.1587,967,815,815,604,0.48,0,0,0,0,0,7,3,0.1429,0.9592,4,61,40,60,77
2429,銘旺科,光電業,12.1145,1188.79,714.1438,4.9157,0.23,22541,15.92495,103.4,86.255,189.655,44.8572,925,759,437,333,0.01,0,0,0,0,0,7,3,0.14,0.8923,1,50,51,48,50
2430,燦坤,電子通路業,244.16885,9592.5458,561.72315,0.4791,0.015,40813.4,1.998,0,2.6,2.6,0.0102,596,473,663,629,0.2041,8,0,0,0,0,7,3,0.1429,0.9286,2,51,25,48,67
2431,聯昌,電子零組件業,10.6685,65.8427,15.4937,0.19085,0,845.57395,0.4551,0,3.89365,3.80325,0.0025,1232,1034,976,837,0,0,0,0,0,0,11,3,0.3636,0.9688,1,53,25,75,58
2432,倚天酷碁-創,電腦及週邊設備業,0.2535,36.0865,74.51,0.0174,0,486.2204,0.2331,0,1.385,1.385,0.0007,1931,1741,1476,1277,0.2,0,0,0,0,0,7,4,0.2857,1,2,65,39,54,93
2433,互盛電,其他電子業,229,216,114.1444,0.3114,0.00165,3944,2.76,0,10.515,87.041,0.0609,824,611,717,662,0.0392,0,0,0,0,0,7,3,0.1429,0.9286,2,60,48,65,67
2434,統懋,半導體業,23.06145,533.7309,524.96525,1.96675,0.00125,4648,151.4204,0,11.49,11.49,0.3743,690,565,536,493,0.125,0,0,0,0,0,7,3,0.5714,0.8421,1,60,55,63,61
2436,偉詮電,半導體業,55.0629,1440.73,297.516,0.5184,0,8469.5,2.9351,0.998,16.4391,17.4371,0.0034,1464,1267,1279,1202,0.13,0,0,0,0,0,10,3,0.1,1,2,54,49,43,67
2438,翔耀,光電業,434.54485,7417.175,6908.5012,3.4078,0.21615,138325.3,56.04955,133.1945,1094.0365,1227.232,0.67305,772,637,515,459,0.2857,0,0,0,0,0,7,3,0.2857,0.75,1,51,25,75,53
2439,美律,通信網路業,1591.62,16669.76,14692.07,0.4977,0.2311,3665700,17.05,11.41,706.06,717.47,0.0196,1535,1169,1116,812,0.3041,0,0,0,0,0,9,3,0,0.9333,10,77,69,73,82
2440,太空梭,電子零組件業,296.7746,3217.535,511546.535,0.1081,0.336,43005,2.434,19.05055,430.67165,449.7222,0.0287,1084,898,857,761,0.2222,0,0,0,0,0,7,3,0.1429,0.9524,1,43,25,48,54
2441,超豐,半導體業,1687.45,99493.95,25112.18,7.459,0.0066,1045388,77.0651,310.3336,1434.78,1745.11,0.1286,809,689,737,610,0.0701,2,0.0005,0,0,0,9,3,0,0.9167,2,52,42,43,68
2442,新美齊,建材營造,23.70085,80.39,10820.33065,1.64165,0,11585,27.8085,0,5599.58,5377,0.02705,1718,955,1154,951,0.1905,0,0,0,0,0,7,3,0,0.9388,2,58,34,60,74
2443,昶虹,其他,14.73005,44.65205,7676.076,0.27865,0,766.06,23.4365,8.285,629.746,634.365,0.18405,2881.5,1963,1258,972.5,0,0,0,0,0,0,9,3,0.11,0.8797,1,50,30,50,61
2444,兆勁,通信網路業,402.2242,2671.26,110.3003,2.0447,0,20094.5,59.85165,14.53575,4.3095,18.84525,0.08645,645,525,516,468,0.25,0,0,0,0,0,8,4,0.25,0.9429,1,59,37,70,56
2449,京元電子,半導體業,6489.2,411907.56,96329.99,1558.6,0,3425.93,0.1037,657.744,6459.28,7117.02,0.0216,886,748,792,665,0.3342,20,0.0108,0,0,0,8,3,0,0.9792,7,65,60,73,64
2450,神腦,通信網路業,550.1651,5030.95,1148.75,0.2274,0,31743,0.0011,0,126.8812,126.8812,0.0043,790,643,632,589,0.35,2,0,0,0,0,13,5,0.1538,0.9655,4,72,48,70,78
2451,創見,半導體業,33.63,4166.11,88426.60105,0.4,0,29150,2.7772,11.77,183.44,195.21,0.0186,912,767,763,618,0.1705,5,0.0256,0,0,0,9,3,0.2222,0.9722,1,61,53,53,73
2453,凌群,資訊服務業,135.54295,1142,477.01955,0.1868,0.01025,10817,1.7689,0,46.7144,34.13,0.0056,1288,1101,998,895,0.2109,7,0.0055,0,0,0,7,3,0.29,0.95,1,66,50,65,69
2454,聯發科,半導體業,4001.11,88299.45,100111.305,0.2129,0.0985,507000,41.486,43.78,87.89,131.67,0.0108,4177,3845,3754,3094,0.103,30,0.0024,1,0,0,9,4,0.11,0.98,4,66,50,60,83
2455,全新,通信網路業,514.0876,15024.04,2956.05,5.7677,0,77374,14.4756,195.42,35.29,230.71,0.0432,1131,953,900,654,0.1739,2,0.0067,0,0,0,11,3,0.0909,0.987,12,55,48,30,76
2457,飛宏,電子零組件業,727.7034,23853.67,2966.02,1.9932,0.0291,200920,16.292,222.14,1349.46,1571.6,0.1274,1534,1379,1010,877,0.2873,10,0,0,0,0,9,4,0,0.8333,6,61,45,68,68
2458,義隆,半導體業,378.3724,2483.07,521.526,0.2533,0,18405,29.92,6.901,47.892,54.793,0.0577,2071,1823,1864,1715,0.042,1,0.0009,0,0,0,9,4,0,0.921,4,61,49,48,81
