公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
正崴,電子零組件業,2392,1723,1527,1082,956,0.312,66,0.0023,3200,0.024,2,0.636,10563,196427,1046296,6933.51,9,3,1,0.1111,1,1,2047,6701,8748,0.066,1,1,1,1
毅嘉,電子零組件業,2402,844,719,538,439,0.23,5,0.0233,127488.99,24.8241,1,0.00405,485.0875,10109.61,1138.86,2.0644,7,3,1,0.1429,1,1,125.21,39.79,165,0.0322,1,1,1,1
環科,電子零組件業,2413,681,585,558,497,0.2,4,0.0051,26348,5.4506,1,0.0061,218.8357,3463.74,730.6873,0.9129,11,4,1,0.0909,0.875,1,4,10,14,0.0029,1,1,1,1
錩新,電子零組件業,2415,1445,1191,1005,904,0.6,0,0,421804,421804,2,0,2913.26,12843.56,494.92,40324.21,7,3,1,0.1429,1,1,2153.82,68.22,2222.04,2222.04,1,1,1,1
新巨,電子零組件業,2420,823,714,593,476,0.32,0,0,18411,6.97,2,0,326,4480,769.28875,1.82,7,3,1,0.1429,0.9762,1,1.99,23.99,25.98,0.08,1,1,1,1
建準,電子零組件業,2421,1227,1023,1026,843,0.46,0,0,311181,0.0221,2,0.00075,2148.66,22281.16,1830.38,13.02,9,4,3,0.3333,0.9778,0,43.444,67.24,110.684,0.0079,1,1,1,1
興勤,電子零組件業,2428,972,822,758,560,0.47,0,0,393410,0.0404,4,0.00075,1070.11,51190.47,2598.38,0.0056,7,3,1,0.1429,1,1,376.3509,218690.81,219067.16,0.0225,1,1,1,1
聯昌,電子零組件業,2431,1206,1010,920,764,0,0,0,155597.334,0.02155,1,0.0349,1101.0105,11564.3225,1221.7753,6.542,10,3,2,0.2,0.94,1,9595.742,5474.975,81.242,0.0058,1,1,1,1
太空梭,電子零組件業,2440,1162,964,783,737,0.25,0,0,3837341.834,117.0105,1,0.0349,19691.7905,134976.7375,12758.7553,6.4205,7,3,1,0.1429,1,0.2857,209.89745,109379.025,34013.4,1.03855,1,1,1,1
飛宏,電子零組件業,2457,1210,1015,919,794,0.3222,7,0.0015,13.668,0.021,1,0.0008,53.361,847.485,613.1706,0.064,12,3,0,0,0.9063,1,34.443,62.1055,51.8,0.0037,1,1,1,1
建通,電子零組件業,2460,707,575,595,530,0.0923,0,0,14320.5,2.7268,1,0.00305,4123.41785,104104.87,11249.84365,0.60995,7,3,0,0,1,1,1781.5,3385.5,5167,0.0082,1,1,1,1
良得電,電子零組件業,2462,1283,1073,990,876,0.104,48,0,155597.334,0.02155,1,0.0004,1101.0105,11564.3225,1221.7753,6.542,9,3,1,0.1111,1,0.89,9595.742,5474.975,81.242,0.0058,1,1,1,1
志聖,電子零組件業,2467,1278,1106,1189,993,0.1196,4,0.0104,14615,5.3975,2,0,443.088,1438.19,276.1775,1.02395,9,4,0,0,0.9831,0.3333,0,175.585,175.585,0.04725,1,1,1,1
立隆電,電子零組件業,2472,1850,1642,1312,1278,0.378,0,0,319741,15589.9204,2,0.03075,557.2,45496.8,2965.58,3.06915,9,4,0,0,1,1,347.828,93.7155,405.4,0.05025,1,1,1,1
鉅祥,電子零組件業,2476,792,688,716,631,0.302,1,0.0015,1175472,12.86,1,0,2333.885,63201.06,22429.84,2.54,7,3,2,0.29,1,1,4175.105,1588.15,5763.255,0.0215,1,1,1,1
大毅,電子零組件業,2478,951,837,684,571,0.2842,6,0.007,279913,55.801,1,0.00075,437.6761,25405.36,116.3137,25843.04,9,3,2,0.2222,1,1,1670.95,190.45,1861.4,0.371,1,1,1,1
百容,電子零組件業,2483,657,560,535,469,0.11,17,0.0265,73750,58.595,2,0.27,133.4979,3897.99,62.5547,3.09895,9,4,3,0.3333,0.9841,1,12.3,90,102.3,0.105,1,1,1,1
希華,電子零組件業,2484,836,709,702,604,0.31,0,0,76704,25.19,1,0.0075,432.52,14915,16690.48955,5.04,10,3,0,0,0.914,1,80.21,38.3,118.51,0.04,1,1,1,1
華新科,電子零組件業,2492,740,603,580,486,0.305,5,0.0018,2293,0.003,1,0.151,8028,204746,21769,0.307,7,3,1,0.1429,0.8875,1,3559,6761,10320,0.0135,1,1,1,1
揚博,電子零組件業,2493,1303,1141,1077,882,0.25,0,0,303552,0.01885,1,0.0004,29719.654,49698.205,2996.97375,6.51205,7,3,1,0.1428,1,0.2857,9574.02,5529.1475,15103.1675,0.00435,1,1,1,1
健和興,電子零組件業,3003,860,727,687,647,0.1748,2,0.0028,46371,0.0015,1,0.27,107.1811,6071.08,62.5547,0.002,7,3,0,0,0.9714,0.8571,308.188,327.2455,167.49,0,1,1,1,1
今皓,電子零組件業,3011,997,860,708,620,0.133,0,0,8534618,8.5125,1,0.0075,37979.995,372981.355,29463.845,0.91105,7,3,1,0.1428,1,1,57619.15,18053.79,75672.94,0.03115,1,1,1,1
全漢,電子零組件業,3015,1177,1024,1001,877,0.3032,3,0.004,203650,0.0136,2,0.0554,911.4,15232.54,36.4,1.0829,10,3,1,0.1,1,1,56.435,427.43,483.865,0.032,1,1,1,1
鴻名,電子零組件業,3021,835,686,722,598,0.4705,0,0,3163,1.9825,1,0,151.19,6488.475,350.49545,0.03495,9,3,3,0.33,0.9365,1,0,12.4912,54.8912,0.0076,1,1,1,1
信邦,電子零組件業,3023,870,736,685,496,0.46,35,0.0077,62026,2.029,1,0.015,2665.71,18030.45,33343.69,0.6769,11,3,1,0.091,1,1,112.84,1150.66,1263.5,0.0037,1,1,1,1
禾伸堂,電子零組件業,3026,1019,878,838,665,0.4882,5,0.0049,273689,16.77,4,0.00075,320.99,29171.71,76.8014,1.81,9,3,0,0,1,0.3333,379.3,591.58,970.88,0.06,1,1,1,1
偉訓,電子零組件業,3032,1407,1218,999,917,0.3,0,0,10670401.08,76.0068,1,0.0277,17950.782,453245.4385,115687,3.89645,9,3,2,0.22,1,0.55,147.0625,271.265,60564.795,0.446,1,1,1,1
欣興,電子零組件業,3037,1357,1204,1099,795,0.192,46,0.0027,21340802,152,29,0,35805.35,906274.1,231337.6,6.71,9,3,1,0.11,0.96,1,34.443,60.00955,121125,0.86,1,1,1,1
晶技,電子零組件業,3042,1149,1045,1063,808,0.1628,16,0.0145,326820,30.8408,6,0.0015,307.9305,23107.23,4100.78,0.054,11,4,2,0.1818,0.9697,1,237.69,115.1,352.79,0.0333,1,1,1,1
健鼎,電子零組件業,3044,1079,941,706,492,0.1873,0,0,16795547,0.255,4,0,75639,716791,25584,0.0121,9,3,1,0.11,1,1,114859,35516,150375,0.0023,1,1,1,1
立德,電子零組件業,3058,810,667,774,538,0.2105,0,0,32594.5,1.01525,1,0.0075,1408.45,12050.765,20941.805,0.33945,8,2,1,0.125,0.95,1,85.42,614.33,715.495,0.00185,1,1,1,1
日電貿,電子零組件業,3090,1446,1191,872,727,0.4634,0,0,0.157,0.0805,2,0,96.214,216.777,350.49545,0.03495,10,3,2,0.2,1,1,34.443,62.1055,4.59,0.0022,1,1,1,1
鴻碩,電子零組件業,3092,1757,1556,732,652,0.2619,382,0.1699,123020,36.589,1,0.00405,1576.45,14909.15,16040.56,9.674,7,3,0,0,0.994,1,97.048,77.7005,60.738,0.0181,1,1,1,1
晟鈦,電子零組件業,3229,686,564,551,481,0,0,0,75440,92,1,0.0075,85.8245,4898,62.5547,5.97,9,3,1,0.1111,1,1,58,78,136,0.17,1,1,1,1
勝德,電子零組件業,3296,943,791,693,655,0.3947,0,0,223,0.0805,1,0,4.7792,203.743,350.49545,0.03495,8,3,3,0.375,0.9545,1,34.443,62.1055,28.195,0.0022,1,1,1,1
聯德,電子零組件業,3308,904,749,662,540,0,0,0,55097.5,9.9445,1,0.0075,437.3896,7905.3715,17225.845,1.67845,7,3,2,0.2857,1,0.1429,59.555,620.54,680.095,0.00985,1,1,1,1
同泰,電子零組件業,3321,609,506,514,458,0.3182,16,0.0337,279668,2.9148,1,0,237.9136,12853.1495,102.067,12921.63395,7,3,1,0.1429,0.93,0.71,179.15,311.9,491.05,0.0051,1,1,1,1
泰碩,電子零組件業,3338,1000,868,816,728,0.125,0,0,136956,53.915,1,0,162.8846,14687.7265,712.305,1.50265,9,4,1,0.1111,1,1,190.87975,305.99,496.86975,0.1,1,1,1,1
新日興,電子零組件業,3376,666,581,634,566,0.236,22,0.0102,204510,2.36,7,0.0277,926.2556,25701.9,8539.92,0.0031,9,3,1,0.1111,1,1,100.85,691.19,792.04,0.91,1,1,1,1
台端,電子零組件業,3432,1396,1209,753,708,0.5,0,0,401,0.0805,1,0,0,94.8744,350.49545,0.03495,7,3,2,0.2857,1,1,34.443,62.1055,28.195,0.0022,1,1,1,1
維熹,電子零組件業,3501,852,733,662,492,0.4,1,0.003,109972,17.86,1,0.0075,870,15607,1108,2.68,7,3,2,0.29,1,0.57,6.27,90.42,96.69,0.016,1,1,1,1
嘉澤,電子零組件業,3533,2841,2563,1478,1178,0.203,0,0,584123,21.56,10,0.01065,3433.72,39433.86,87465.82,4.81,7,3,2,0.2857,0.9286,1,1077.303,855.4705,12710.08,0.47,1,1,1,1
聯穎,電子零組件業,3550,1056,890,852,738,0.2955,0,0,477895,94.31585,1,0.00405,286.179,13452.12,712.305,1.74265,7,3,0,0,1,1,375.72975,348.2,723.92975,3.28605,1,1,1,1
力銘,電子零組件業,3593,992,824,682,680,0.05,0,0,98329,94.31585,1,0.00405,6796.079,12641.415,712.305,10.17045,9,3,1,0.1111,0.9048,0.6667,5.39975,5844.26,5849.65975,3.28605,1,1,1,1
宏致,電子零組件業,3605,928,760,796,605,0.279,7,0.0106,19533,6.2103,1,0,218.888,3900.41,1262.4,1.1953,7,3,1,0.1428,1,1,2.4595,20.4,22.8595,0.04145,1,1,1,1
谷崧,電子零組件業,3607,750,618,564,478,0.2609,0,0,157241,10.11,1,0.00405,898.1278,20654.45,4823.96,1.34155,9,3,0,0,0.9722,1,53.56,390.805,444.365,0.463,1,1,1,1
達邁,電子零組件業,3645,871,734,778,708,0.1667,0,0,177125,97.5717,1,0.0081,13373.27,21382.42,62.5547,19.1456,9,3,4,0.4444,0.9762,0.6667,8.34,11668.12,11676.46,6.4321,1,1,1,1
健策,電子零組件業,3653,1089,989,783,666,0.244,17,0.01,936257,91.06,1,0.01065,353.47,23003.83,162.21,2.29,11,3,1,0.0909,0.9683,0.3636,749,676,1425,0.14,1,1,1,1
新至陞,電子零組件業,3679,1802,1629,663,613,0.3,0,0,4307,3.825,1,0,7.004,4478.91,350.49545,0.1169,9,3,2,0.22,1,1,0,16.3824,16.3824,0.0145,1,1,1,1
定穎投控,電子零組件業,3715,743,695,0,0,0.75,0,0,4409199,288.24,4,0.0329,18793.45,165845.87,202209.21,12.07,5,0,0,0,1,1,41560,11689,53249,3.481,1,1,1,1
銘鈺,電子零組件業,4545,792,672,607,524,0.4,7,0.0076,260753,216,1,0.0277,2304,5852,62.5547,6.78,7,3,0,0,0.9714,1,176,280,456,0.38,1,1,1,1
聯德控股-KY,電子零組件業,4912,971.5,829.5,711.5,566,0.23,180,0.3285,33133,21530,2,0.35,6.5,7680,3.3,0.0021,9,5,0,0,0.93,1,42,610,652,5.2,1,1,1,1
致伸,電子零組件業,4915,2252,1996,1769,1544,0.255,25,0.002,871671.88,11,17,0.3169,4646.23,37789.47,1695434.47,0.5355,8,4,1,0.125,1,1,91.55,2575.18,2666.73,0.0337,1,1,1,1
泰鼎-KY,電子零組件業,4927,971.5,829.5,711.5,566,0.0052,59,0.008,3477000,230,6,0.0052,13667.48,141813.49,18312.04,10.43,11,4,1,0.0909,1,1,11807.48,3986.83,15794.32,1.0595,1,1,1,1
康控-KY,電子零組件業,4943,1722,1483.5,1377,1248.5,0,0,0,7241835.94,45.2,1,0.16945,43949.115,520281.735,871522.235,3.43775,7,3,0,0,1,1,26499.275,14988.59,41487.865,0.25185,1,1,1,1
臻鼎-KY,電子零組件業,4958,971.5,829.5,711.5,566,0.144,30,0.0007,13612000,79.4,18,0.022,83252,1002774,47610,6.34,7,3,0,0,1,1,52907,27402,80309,0.47,1,1,1,1
榮科,電子零組件業,4989,1192,971,985,953,0.1667,0,0,323762,31149,1,0.06,674.7219,62565.75,2965.58,6.0843,7,3,2,0.2857,0.9592,1,626.77,71.82,698.59,0.0672,1,1,1,1
鑫禾,電子零組件業,4999,811,695,694,532,0.2,0,0,35496,0.0446,1,0.00305,39.84985,5680,62.5547,0.0071,9,4,1,0.1111,0.9841,1,0,34.2,34.2,0.0001,1,1,1,1
瀚宇博,電子零組件業,5469,1055,892,844,724,0.1944,8,0.0117,325403,0.1725,1,0.00075,488.2775,18409.81,3.29,0.01,11,3,1,0.0909,0.987,1,4876.66,573.963,5450.62,0.0029,1,1,1,1
競國,電子零組件業,6108,605,525,472,411,0.167,0,0,352800,0.3712,1,0.00075,347,14303,3194,0.0188,6,3,4,0.67,1,1,1355,54,1409,0.0015,1,1,1,1
鎰勝,電子零組件業,6115,1167,1025,880,707,0.2218,0,0,295.521,295.521,1,0,480.353,13384.85,444.67405,13865.2,9,3,2,0.2222,0.9556,1,5.913,1919.92,1925.83,1925.83,1,1,1,1
金橋,電子零組件業,6133,913,738,780,684,0.0638,0,0,401,147.771,1,0,259.25205,6842.8945,62.5547,6932.71395,7,3,1,0.1428,0.9286,0.2857,37.3995,1017.7655,1055.1635,962.91685,1,1,1,1
柏承,電子零組件業,6141,698,579,563,489,0.0025,4,0.0101,705465,34.3675,1,0.0213,3810.6,35597.6,1615,1.9198,7,3,0,0,1,1,5752,277.789,6029.79,0.2937,1,1,1,1
嘉聯益,電子零組件業,6153,848,689,696,610,0.16,9,0.0033,669000,1308.84,2,0.07575,7651.52,24469.87,12809659.99,85.43225,9,3,1,0.1111,0.9452,1,890,1550,2440,0.1215,1,1,1,1
鈞寶,電子零組件業,6155,676,572,533,469,0.3095,4,0.0161,57850,34.5081,1,0.27,29.08,6989.43,42649.73455,0.47895,11,3,1,0.0909,0.9545,1,17.66,59.24,76.9,193.12835,1,1,1,1
精成科,電子零組件業,6191,2316,1965,1952,1553,0.1892,0,0,3367893,138.88,1,0.0026,0.5,251715.9,9174.66455,10.3796,9,3,0,0,0.9683,1,46497,22886.1,69383.1,2.861,1,1,1,1
佳必琪,電子零組件業,6197,1193,1041,859,654,0.5,0,0,11322.7605,1448.5955,2,0.02845,262.32905,8384.055,1007882.87,6932.71395,9,4,3,0.3333,1,1,16889.4565,32644.96,49534.415,962.995,1,1,1,1
詮欣,電子零組件業,6205,1035,905,843,639,0.43,0,0,31470,1.50035,2,0,38.1511,300.939,87.8203,0.2279,8,3,2,0.25,1,1,34.443,60.00955,94.45255,11.9582,1,1,1,1
聯茂,電子零組件業,6213,924,777,663,546,0.125,3,0.0078,50202,0.00885,22,0.27,3592.2,8900.6,62.5547,0.0032,7,4,2,0.2857,0.964,1,547.49,538.88,1086.37,0.00835,1,1,1,1
聚鼎,電子零組件業,6224,1110,945,796,681,0.2105,0,0,22350,0.05345,2,0,44.3051,3383.26,350.49545,0.3907,10,3,0,0,0.96,0.33,33773,63370,97143,11.9575,1,1,1,1
台郡,電子零組件業,6269,852,683,650,578,0.1479,2,0.0008,1194240,1.193,7,0.15845,42866.79,46608.54,62.5547,0.089,11,4,2,0.1818,0.99,0.7273,2127,1675,3802,0.004,1,1,1,1
康舒,電子零組件業,6282,1290,1112,1119,892,0.1625,20,0.0027,658770,2601.67,1,0.0569,2047.19,40977.37,2015677.92,169.9165,10,3,0,0,0.9865,1,110.58,3846.85,3957.43,0.16,1,1,1,1
群電,電子零組件業,6412,2131,1911,1771,1537,0.206,0,0,657267.12,16.01,10,0.0946,2937.72,35987.75,23603642.06,0.948,7,3,2,0.29,1,1,75.71,3325.85,3401.56,0.083,1,1,1,1
鈺邦,電子零組件業,6449,1591,1400,1056,816,0.34,0,0,113123,34.51495,1,0.29845,2468.3178,8925.475,1050470.05,0.1232,7,3,0,0,1,0.57,121.37,1134.22,1255.59,193.12015,1,1,1,1
騰輝電子-KY,電子零組件業,6672,1370.5,1208,928,777,0.15,6,0.0073,168006,0.0299,2,0.00405,4814.63,14313.36,62.5547,0.0034,7,3,0,0,0.948,1,207.74,1517.44,1725.18,0.0003,1,1,1,1
嘉基,電子零組件業,6715,1778,1548,1168,1069,0.2069,0,0,62539,0.0859,2,0,418.3545,2556.19,8064.19015,0.5535,7,3,1,0.1428,0.96,1,7.405,128491.97,128499.38,23.9113,1,1,1,1
AES-KY,電子零組件業,6781,1370.5,1208,928,777,0.11,0,0,58240,69,1,0.54,122.0056,3537.59,85262.18,0.243,7,3,1,0.1428,0.9714,1,35,751,786,386.24,1,1,1,1
天二科技,電子零組件業,6834,687,574,535,495,0.1334,0,0,29125.5,34.5223,1,0.27,33.61555,3645.1845,42675.00015,0.23545,9,3,1,0.1111,1,1,68.886,115.611,184.497,193.12005,1,1,1,1
圓裕,電子零組件業,6835,1150,1016,800,738,0.4138,0,0,113123,34.51495,1,0.27,2468.3178,8925.475,42675.00015,0.1232,9,4,1,0.11,1,1,121.37,1134.22,1255.59,193.12015,1,1,1,1
台虹,電子零組件業,8039,1107,904,828,740,0.11,3,0.0035,91546,12.5613,1,0.0075,10059.47,19553.53,572.64455,4.0633,9,3,0,0,1,1,782.96,1150.97,1933.93,0.2654,1,1,1,1
南電,電子零組件業,8046,1323,1167,1190,1131,0.029,0,0,4512000,69.8,5,0,9409.16,477488.77,328466.36,10.07,9,3,0,0,0.984,1,5351,16356,21707,21,1,1,1,1
瀚荃,電子零組件業,8103,1229,1050,933,788,0.43,0,0,682,1.4679,2,0,41.5486,203.7935,37.2891,0.829,7,3,1,0.1429,0.9592,1,0,4.4081,4.4081,0.0044,1,1,1,1
志超,電子零組件業,8213,2771,2523,1426,1210,0.3333,0,0,556202,1755,1,0.01065,814.4721,16597.55,16666.3,1.9856,15,3,5,0.3333,0.9999,0.4,2085.72,1595.33,3681.05,0.2145,1,1,1,1
菱光,電子零組件業,8249,2529,2292,1483,1262,0.25,0,0,963,149.673,2,0,260.9508,6794.32175,62.5547,6933.0145,7,3,1,0.1429,1,0.9375,2.9565,962.16405,965.11905,962.92225,1,1,1,1
士電,電機機械,1503,1217,1074,1049,854,0.09,0,0,222100,0.0073,1,0,3190.83,19064.61,52.2595,0.943,15,3,0,0,0.85,1,2,986.84,988.84,0.0015,1,1,1,1
東元,電機機械,1504,1095,944,893,715,0.221,2,0.0004,135107,7.79,13,0.0246,55536.06,21007.49,148567.42,1.59,11,4,2,0.1818,0.9899,1,0,1981.26,1981.26,11.5,1,1,1,1
正道,電機機械,1506,843,712,550,518,0.2785,3,0.014,13093,14.2,1,0.05185,1667.07,6413.93,1920.14385,12.762,9,3,1,0.1111,0.963,1,2.23,839.83,842.06,0.9133,1,1,1,1
中興電,電機機械,1513,1045,889,870,769,0.1737,2,0.001,21927,1.1822,1,0.1037,363.8433,5572.5,4.137,0.3203,9,3,1,0.1111,0.9111,0.9444,0,17.7,416.8362,0.0225,1,1,1,1
亞力,電機機械,1514,1112,956,898,775,0,0,0,23763,3.3074,1,0.0752,219.33195,2121.48,52.2595,0.6884,12,3,2,0.1666,0.95,0.1666,0,115.76,115.76,0.0159,1,1,1,1
力山,電機機械,1515,583,487,575,481,0.1698,6,0.0083,6857,1.51,2,0.0378,351.3706,2813.24,37504.03,8.94,9,4,1,0.1111,0.9333,0.4444,19.14,40.36,59.5,0.013,1,1,1,1
利奇,電機機械,1517,571,471,492,444,0.0833,5,0.0074,10103,2.623,1,0,974.3799,5294.84,3778.42,1.6277,7,3,4,0.57,1,1,0,592.8791,592.8791,0.1539,1,1,1,1
華城,電機機械,1519,1205,1047,1016,816,0.1364,7,0.009,37884,5.2214,1,0.0004,661.0239,4586.66,58.70885,0.7233,9,3,0,0,1,1,0,174.8165,1046.46,0.1442,1,1,1,1
日馳,電機機械,1526,903,787,644,500,0.2,0,0,12239,2.0665,1,0.05185,152.71,975.7,1910.53565,0.4625,9,4,3,0.3333,1,1,0,17.7,67.34,0.08345,1,1,1,1
鑽全,電機機械,1527,732,632,580,494,0.0952,4,0.0169,22930,22930,2,0.0378,15275.65,8539.2,43677.46,0.0061,11,3,1,0.0909,0.9273,0.2727,0,40.63,40.63,40.63,1,1,1,1
恩德,電機機械,1528,1079,949,674,602,0.0368,0,0,607955,44.9297,1,0.0131,9326.255,118805.79,14903.935,10.9753,7,3,1,0.14,1,1,21025.3,7623.128,28648.43,2.61775,1,1,1,1
樂事綠能,電機機械,1529,713,581,546,505,0.5556,0,0,2112,4.435,1,0.05185,323.06545,3145.89145,52.2595,0.2839,11,3,1,0.091,0.818,0.4545,0,17.7,7.55,0.03345,1,1,1,1
亞崴,電機機械,1530,832,704,634,575,0.1118,1,0.0024,456901.5,35.235,1,0.0131,7517.035,57228.965,11414.315,10.171,7,3,0,0,0.914,1,2434.21,7841.5,10275.71,1.07165,1,1,1,1
高林股,電機機械,1531,907,773,776,697,0.1956,0,0,12019.5,12.9411,1,0.06235,470.537,5518.12,61.8677,2.03515,7,3,2,0.2857,0.7143,1,0,174.8165,215.9681,0.12875,1,1,1,1
勤美,電機機械,1532,918,779,695,563,0.375,2,0.0061,107817,6.6373,5,0.0348,3499.22,16044.24,22773.08,1.2031,9,3,2,0.2222,0.9556,1,4.29,5549.48,5553.77,0.3419,1,1,1,1
中宇,電機機械,1535,1243,1090,1112,1010,0.083,0,0,18901,2.1372,2,0.08945,330.4835,1954.91,4.5098,0.2584,11,3,2,0.1818,1,1,0,12.05,12.05,0.0136,1,1,1,1
廣隆,電機機械,1537,1282,1121,837,670,0.2353,0,0,374928,0.0771,4,0,8024.1,71621.8,52.2595,0.20165,9,3,0,0,1,1,2491,1089,3580,0.0015,1,1,1,1
正峰,電機機械,1538,844,715,455,450,0.3333,0,0,12521,11465.755,1,0.0481,7714.18,4757.45,21897.725,0.2343,7,3,0,0,1,0.1428,0,15.1,15.1,20.3215,1,1,1,1
巨庭,電機機械,1539,644,527,511,475,0.11,0,0,1057.105,2.7223,1,0.0376,175.5939,773.6629,42.6513,0.3968,7,3,1,0.1428,1,1,0,13.575,7.55,0.03375,1,1,1,1
喬福,電機機械,1540,689,566,579,555,0,0,0,2.21,4.3374,0,0.05185,6.89,1441.83145,117.99,0.2839,7,3,1,0.1429,1,0,0,17.7,0,0.1039,1,1,1,1
錩泰,電機機械,1541,564,472,453,395,0.2444,0,0,34950,0.0086,1,0.0107,1353,3703,58.70885,0.0012,7,4,3,0.4286,1,0.1426,5,93,98,0.0241,1,1,1,1
伸興,電機機械,1558,1102,923,838,784,0.45,6,0.0026,297725,0.1179,2,0,1801,14831,75717,0.0065,9,2,0,0,0.9863,1,0,17.7,920,0.0004,1,1,1,1
中砂,電機機械,1560,1057,890,837,768,0.0658,8,0.0046,1408751,233.71,4,0.0107,8235.68,35592.84,7034.79,8.44,9,3,0,0,0.96,1,21.4,1540.46,1561.86,0.26,1,1,1,1
程泰,電機機械,1583,898,731,762,707,0.1647,0,0,46.07,4.435,1,0.05185,133.03,2110,80.32065,0.2839,9,3,1,0.1111,0.9259,1,0,17.7,7.55,0.03345,1,1,1,1
永冠-KY,電機機械,1589,955.5,826.5,654,588.5,0.17,90,0.0393,315200,33.5894,7,0.0048,5285.51,129567.58,124755.27,14.3706,11,4,1,0.0909,1,1,37184.41,403.086,37587.5,4.0055,1,1,1,1
亞德客-KY,電機機械,1590,955.5,826.5,654,588.5,0.0931,72,0.0083,900710,56.27,27,0.0214,13367,108044,52.2595,7.58,10,4,2,0.2,1,0.4545,4866.19,14843.17,19709.36,1.23,1,1,1,1
直得,電機機械,1597,906,769,659,628,0.3143,2,0.04,35054,24.7,1,0.021,55.01,5220.96,55.55,3.75,8,3,3,0.375,0.9688,1,0,334.533,334.533,0.235,1,1,1,1
上銀,電機機械,2049,1038,885,940,903,0.1334,41,0.0087,673357,30.2,2,0.0131,10101.15,139912.2,47885.74,6.72,10,3,3,0.3,1,1,349,11245,11594,0.52,1,1,1,1
大同,電機機械,2371,904,775,763,680,0.2066,8,0.0032,530493,530493,2,0,31998.82,18793.03,52.2595,50791.85,8,3,1,0.125,0.9765,1,8.38,3207.42,3215.8,3215.8,1,1,1,1
大量,電機機械,3167,886,589,689,602,0.1538,0,0,8906,4.435,4,0.05185,69.77,529.69,18773.34065,4.6684,9,3,0,0,1,1,0,60.9,60.9,0.03345,1,1,1,1
東台,電機機械,4526,834,689,704,649,0.0864,11,0.0164,22744,0.0031,1,0.08945,263.07,2986.44,678.7785,0.98,12,3,2,0.1667,0.9333,1,0,66.83,66.83,0.0093,1,1,1,1
瑞智,電機機械,4532,1239,1062,880,786,0.1642,1,0.0031,51431,5.51,1,0,4202.12,5225.16,3380.07,1.01,8,2,0,0,0.7692,0.875,0,357.2,357.2,0.04,1,1,1,1
全球傳動,電機機械,4540,706,595,624,562,0.1882,8,0.0061,49578,14.69,2,0.0002,7510.215,2999.41145,1711.36065,0.7034,7,3,0,0,1,1,0,133.529,133.529,3.9,1,1,1,1
力達-KY,電機機械,4552,650,540,529.5,487.5,0.2,0,0,84475.5,7.3669,1,0,10818.31,20447.465,110839.64,1.93805,7,3,1,0.14,0.8667,1,3.63,207.57,211.2,1.95015,1,1,1,1
氣立,電機機械,4555,660,539,520,441,0.25,0,0,4778,7.36,1,0.05185,1.08,746.386,72.41,0.171,7,3,0,0,1,1,0,35,35,0.0539,1,1,1,1
強信-KY,電機機械,4560,650,540,529.5,487.5,0.0693,4,0.0031,62075.5,8.557,1,0,62.79545,3310.048,712.915,1.67365,7,4,1,0.1429,0.898,1,3.63,207.57,211.2,0.1044,1,1,1,1
穎漢,電機機械,4562,686,582,527,509,0.49,4,0.013,15766,24.685,1,0,5409.695,1604.193,775.585,2.0205,9,4,0,0,1,1,0,20.3,20.3,0.04195,1,1,1,1
元翎,電機機械,4564,614,498,532,466,0.303,8,0.028,119373,3.34055,1,0.0174,5496.95195,3145.89145,52.2595,0.79995,7,3,2,0.2857,0.9714,1,7.26,394.84,402.1,0.1711,1,1,1,1
時碩工業,電機機械,4566,1144,1008,853,674,0.227,3,0.0091,22576,9.754,6,0.08945,124.5109,5873.71,1353.42,3.1763,7,4,2,0.2857,0.9783,1,0,43.565,358.637,0.1549,1,1,1,1
鈞興-KY,電機機械,4571,765,648.5,491,479.5,0.2181,5,0.006,107053,0.0438,4,0,5496.95195,3145.89145,52.2595,0.79995,7,3,0,0,1,1,65.752,601.4,667.152,0.0003,1,1,1,1
駐龍,電機機械,4572,771,663,621,567,0.2059,3,0.0111,26754,42.01,2,0.0376,5652.96305,2462,760.70565,3.87,7,3,2,0.2857,1,1,0,20.68,20.68,0.03,1,1,1,1
大銀微系統,電機機械,4576,1105,961,913,803,0.195,3,0.0048,28839,20.9738,2,0,487.6161,4862.99,1478.76,3.8916,9,3,1,0.1111,0.986,1,0.88,281.31,282.19,0.2052,1,1,1,1
台灣精銳,電機機械,4583,843,743,664,605,0.2857,2,0.0029,81853,0.0276,1,0.0174,46,11891.18,52.2595,0.004,7,3,1,0.1429,0.964,1,0,17.7,209.21,0,1,1,1,1
