公司名稱,產業類別,公司代號,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG
毅嘉,電子零組件業,2402,802,688,509,455,0.2286,7,0.0321,108381,0.02425,1,0,12.8144,247.9819,7652.203,0.0051,7,3,1,0.1429,0.9714,0.7143,76.31,79.22,155.53,0.0236,1,1,1,1
環科,電子零組件業,2413,626,533,521,452,0.01,9,0.012,17800,3.5167,1,0,163,3295.25,670.458,1.03515,8,3,2,0.18,0.98,1,5,17,22,0.00045,1,1,1,1
錩新,電子零組件業,2415,1665,1451,981,852,0.276,0,0,419571,77.305,2,0,12.8144,247.9819,57.4606,2.40015,7,3,1,0.142,0.96,0.56,2004,57.7,2061.7,0.2968,1,1,1,1
新巨,電子零組件業,2420,737,627,575,498,0.36,5,0.0087,18728,7.033,2,0,326,5188,670.458,2.07,7,2,0,0,0.9796,1,0.01,0.07,0.08,0,1,1,1,1
建準,電子零組件業,2421,1002,797,857,686,0.2,566,0,3305000,120.11,1,0,1147.2,29239.71,57.4606,4.60015,9,4,3,0.3333,0.9444,0.5556,0,6.766,6.766,1.235,1,1,1,1
興勤,電子零組件業,2428,1081,930,869,656,0.43,1,0.002,56870,0.013,3,0,141.477,6065.29,57.4606,0.0014,7,3,1,0.1429,0.9796,1,20.05,30.15,50.2,11.47,1,1,1,1
聯昌,電子零組件業,2431,1076,892,817,721,0,0,0,241312,76.0065,1,0.0005,377.2385,17822.645,17267.4254,2.4007,10,3,2,0.002,0.9775,1,187.075,614.74,801.815,6.03,1,1,1,1
太空梭,電子零組件業,2440,1334,1150,939,878,0.25,0,0,57064,76.0055,1,0.02625,13740.715,130122.28,5156.955,2.40225,7,3,1,0.1429,1,0.1429,912.315,3439.445,4351.76,6.03,1,1,1,1
飛宏,電子零組件業,2457,1116,936,873,744,0.2533,3,0.0055,425754,152,1,0.001,613,29580,57.4606,4.8,10,3,0,0,0.9024,1,354.1,1199.33,1553.43,0.59,1,1,1,1
建通,電子零組件業,2460,822,690,675,594,0.0597,0,0,38201.48,89.425,1,0,5234.05,100471.695,29365.7,6.38,7,3,0,0,0.9767,0.714,49.24,105.115,26322.53,0.06185,1,1,1,1
良得電,電子零組件業,2462,1456,1239,993,883,0.2,0,0,57064,76.0055,1,0.02625,13740.715,130122.28,5156.955,4845.07225,9,3,1,0.1111,0.92,0.4444,912.315,3439.445,4351.76,6.03,1,1,1,1
志聖,電子零組件業,2467,1367,1203,1097,921,0.1136,3,0.0081,12231,3.5167,1,0,12.8144,247.9819,57.4606,1.03515,7,3,0,0,1,0.14,0,109,109,0.00045,1,1,1,1
立隆電,電子零組件業,2472,1578,1361,1086,1028,0.57,0,0,2597820,0.1112,4,0,12.8144,247.9819,57.4606,0.13415,7,2,0,0,1,1,0,6.766,6.766,0.5,1,1,1,1
鉅祥,電子零組件業,2476,789,687,707,633,0.293,9,0.013,38201.48,89.425,1,0,5234.05,100471.695,29365.7,6.38,7,3,2,0.29,1,1,2649.765,3993.49,26322.53,0.06185,1,1,1,1
大毅,電子零組件業,2478,1123,1009,741,585,0.2667,6,0.006,261774,0,1,0,440.0133,27881.68,862.8508,0,9,3,2,0.2222,1,1,1958.39,336.1335,2294.52,0,1,1,1,1
百容,電子零組件業,2483,653,557,530,471,0.1,20,0.03,17379,3.5167,2,0,163,1402.5,57.4606,1.03515,9,3,2,0.22,1,1,0.2,43,43.2,0.00045,1,1,1,1
希華,電子零組件業,2484,772,653,655,582,0.31,0,0,72529,25.72,1,0,455.98,13509.53,57.4606,4.95,10,3,0,0,0.975,1,98.47,210.16,308.63,0.11,1,1,1,1
華新科,電子零組件業,2492,926,791,802,595,0.443,5,0.0017,2908644,0.0024,2,0,8836,294019,24987,0.268,9,3,0,0,0.9306,1,5201.06,7776.82,12977.88,0.01,1,1,1,1
揚博,電子零組件業,2493,1218,1058,1012,867,0.33,0,0,57064,76.0055,1,0.02625,8146.215,27667.78,5156.955,2.40225,7,2,1,0.1429,1,0.43,912.315,3439.445,4351.76,6.03,1,1,1,1
健和興,電子零組件業,3003,817,687,584,521,0.173,2,0.0028,66830,0,1,0,138.59,7951.37,57.4606,0.0024,7,3,0,0,0.9271,0.7143,49.235,109.28,109.55,0,1,1,1,1
今皓,電子零組件業,3011,967,830,670,540,0.125,0,0,9535992.6,1.2659,1,0.0825,34789.775,497496.52,136366.925,0.46825,7,2,1,0.1428,0,0.8571,65331.24,20428.38,85759.62,0.00285,1,1,1,1
全漢,電子零組件業,3015,1174,1023,984,845,0.2727,3,0.004,194020,35.27,2,0.0515,1371.42,16739.25,11.57,1.0877,10,3,1,0.1,1,1,0,6.766,262.12,0.0157,1,1,1,1
鴻名,電子零組件業,3021,761,618,693,561,0.5,0,0,61883.1,1.115,2,0.0075,1228.57,14638.705,12450.035,0.4612,9,2,1,0.11,0.8889,0.5555,133.095,460.005,533.895,0.0015,1,1,1,1
信邦,電子零組件業,3023,813,679,677,498,0.4667,14,0.0116,56936.2,2.23,1,0.015,2318.55,21326.04,19801.85,0.92,11,3,1,0.091,0.98,1,95.48,862.76,958.24,0.003,1,1,1,1
禾伸堂,電子零組件業,3026,1100,963,869,646,0.4688,20,0.0191,255445,12.96,4,0.001,338.13,23607.09,2409.3404,1.21,9,3,0,0,0.9474,0.3333,979.195,172.26675,1114.06,0.06,1,1,1,1
偉訓,電子零組件業,3032,1649,1455,970,881,0.0214,0,0,1355280,17.65375,1,0.02575,785.745,14928.505,7620.855,0.5488,8,2,1,0.125,1,0.25,1074.45,71.205,1071.4105,0.0079,1,1,1,1
欣興,電子零組件業,3037,1068,921,866,689,0.1887,56,0.0042,20039114,192,9,0,34169,912692,252932,9.06,9,3,1,0.11,0.98,1,65283.5,20001.2,121941,1.17,1,1,1,1
晶技,電子零組件業,3042,1144,1049,1036,782,0.1527,10,0.0092,230033,19.6929,4,0.002,301.0695,21214.95,3955.83,0.045,11,4,2,0.18,1,1,144.9,84.71,229.61,0.0197,1,1,1,1
健鼎,電子零組件業,3044,1103,972,666,465,0.1577,0,0,19015049,0.3018,4,0.15,67261,973667,126486.3276,0.0165,9,3,1,0.11,1,1,130567,39994,170561,0.0027,1,1,1,1
立德,電子零組件業,3058,1294,1098,873,688,0.125,0,0,224732.5,24.115,1,0.02675,854.775,20173.17,1983.7,1.14885,9,3,1,0.1111,0.9556,1,65355.95,20039.355,688.09,0.03785,1,1,1,1
日電貿,電子零組件業,3090,1002,836,864,717,0.5588,1,0.0068,0.149,28.9702,2,0,15.496,167.921,4883.068,0.04015,10,3,2,0.2,1,1,0,6.766,6.53,0.04045,1,1,1,1
鴻碩,電子零組件業,3092,1850,1637,986,713,0.2619,382,0.1699,112740,0.0375,2,0,1571.49,13117.76,15230.14,0.0099,7,3,0,0,1,1,38.155,43.81,81.121,0.0001,1,1,1,1
晟鈦,電子零組件業,3229,637,529,549,486,0.6667,0,0,97882,1.20645,1,0,12.8144,247.9819,57.4606,0.0024,7,3,0,0,0.8052,0.8571,170.71,57.25,227.96,0.0236,1,1,1,1
勝德,電子零組件業,3296,930,779,722,667,0.3091,2,0.0147,11756.5745,97.115,1,0.0075,72.623,2191.4355,10534.25,4.99,6,2,2,0.333,0.9818,1,48.85425,441.78,14.77925,0.5865,1,1,1,1
聯德,電子零組件業,3308,1116,930,639,643,0.66,0,0,9507524.575,96.1509,1,0.075,33638.248,486917.4605,127099.325,4.53825,7,3,2,0.2857,1,0.1429,65594.7375,20193.439,85283.765,0.58635,1,1,1,1
同泰,電子零組件業,3321,654,548,535,479,0.3125,16,0.03,380526,2.61,1,0,12.8144,247.9819,57.4606,0.0044,7,3,1,0.14,0.89,0.71,0,6.766,526.8,0.0036,1,1,1,1
泰碩,電子零組件業,3338,1202,1027,866,783,0.02,0,0,212026.5,27.48145,1,0.02675,836.24475,18977.1,1983.7,0.56635,9,4,1,0.11,1,1,73.56425,52.755,245.865,0.0177,1,1,1,1
新日興,電子零組件業,3376,631,551,575,388,0.02,22,0.0094,41230,8.37,12,0.0075,551.8689,25750.32,5098.22,0.00305,8,3,0,0,0.97,1,94.56,110.74,205.3,0.00955,1,1,1,1
台端,電子零組件業,3432,1497,1296,822,651,0.5,0,0,117340.5,190.63645,1,0,0,13559.205,2611.24,0.6275,5,2,1,0.2,0.95,1,72.45,53.135,125.585,0.84985,1,1,1,1
維熹,電子零組件業,3501,723,608,564,475,0.51,0,0,69556,1.305,1,0.001,340.80945,14982.635,3182.435,0.0237,7,3,2,0.2857,1,0,0,8.4,8.4,0.0018,1,1,1,1
嘉澤,電子零組件業,3533,2316,2067,1437,1185,0.2353,0,0,540927,76.14,5,0,7712.56,62018.49,88317.55,0.00515,7,3,2,0.2857,0.95,1,889.5,32.7,11528.09,0.2955,1,1,1,1
聯穎,電子零組件業,3550,1104,937,813,745,0.317,0,0,418412,153.75,1,0,292.83,13085.395,127099.325,6.12,7,3,0,0,1,1,312.35175,206.839,519.18925,0.657,1,1,1,1
力銘,電子零組件業,3593,975,803,653,643,0.05,0,0,418412,59.055,1,0.075,292.83,13085.395,3182.435,1.59825,9,3,1,0.1111,0.9683,0.7778,312.35175,206.839,519.18925,0.0738,1,1,1,1
宏致,電子零組件業,3605,971,769,823,634,0.3676,4,0.0066,23513,8679.5165,1,0,129.75,4214.95,1266.65,1.03515,5,2,0,0,0.9667,1,2.2285,20.8,23.0285,2.86,1,1,1,1
谷崧,電子零組件業,3607,714,560,611,545,0.0948,0,0,210878,59.055,1,0.0075,503.88945,23853.08,3182.435,2.05,7,2,0,0,0.99,1,47.28,59.57,106.85,0.0738,1,1,1,1
達邁,電子零組件業,3645,983,845,827,755,0.1765,0,0,418412,153.75,1,0,292.83,13085.395,127099.325,6.12,9,3,3,0.3333,0.9365,1,312.35175,206.839,519.18925,0.657,1,1,1,1
健策,電子零組件業,3653,945,853,727,612,0.228,13,0.0081,813311,115.5,1,0,455.91,21955.84,57.4606,3.18,10,3,1,0.1,0.975,0.4,622.475,392.878,1015.35,0.144,1,1,1,1
新至陞,電子零組件業,3679,1750,1555,649,615,0.33,6,0,4648,361.58,1,0,8.06,5903.46,57.4606,6205.08,9,3,2,0.22,1,1,0,21.56,21.56,1.68,1,1,1,1
銘鈺,電子零組件業,4545,766,649,610,524,0.3333,3,0.0055,245658,215,1,0,1535,6397,57.4606,6.93,7,3,0,0,0.9821,1,166,312,478,0.42,1,1,1,1
聯德控股-KY,電子零組件業,4912,943.5,801.5,714.5,583,0.15,180,0.31,28920,17352,2,0.35,6.5,83,3.6,0.0023,9,5,0,0,0.9861,1,34,560,594,5.72,1,1,1,1
致伸,電子零組件業,4915,2108,1869,1662,1362,0.243,23,0.0022,916321,12.79,15,0.141,4900.12,65289.21,480858.94,0.98,9,5,1,0.1111,0.9785,1,140.298,1843.65,1983.95,0.0277,1,1,1,1
泰鼎-KY,電子零組件業,4927,795,664.5,634,544.5,0.3298,73,0.0084,3560000,240,4,0,8158.04,176959.05,21288.93,12.96,10,3,0,0,0.9767,1,4798.03,17130.39,21928.42,1.48,1,1,1,1
康控-KY,電子零組件業,4943,1741,1511.5,1390.5,1216.5,0,0,0,7399160.5,47.845,1,0.0715,29015.56,553329.105,254667.47,3.55,7,3,0,0,0.9143,0.8571,31342.649,16969.325,48311.975,0.31885,1,1,1,1
臻鼎-KY,電子零組件業,4958,795,664.5,634,544.5,0.151,34,0.0008,13882000,82.9,8,0.002,53131,1041369,28476,6.12,7,3,0,0,1,1,62545,32095,94640,0.61,1,1,1,1
榮科,電子零組件業,4989,1374,1154,1119,1071,0.21,0,0,310256,0.027,1,0,42.7194,261.9341,57.4606,0.00015,7,3,2,0.2857,0.9286,1,1062.75,40.59,1103.34,0.01,1,1,1,1
鑫禾,電子零組件業,4999,841,725,684,530,0.25,0,0,40515,8683.255,1,0,29.905,6065,57.4606,0.0015,9,4,1,0.1111,0.975,1,0,40,40,2.86805,1,1,1,1
瀚宇博,電子零組件業,5469,1138,989,828,730,0.1667,7,0.0103,370118,0.1564,1,0,947.7739,19036,30.79,0.0085,11,3,1,0.0909,0.974,1,5738.12,616.44,6354.56,0.0027,1,1,1,1
競國,電子零組件業,6108,694,609,580,546,0.17,0,0,535500,0.28,1,0,448,18679,0,0.01,6,3,4,0.67,0.975,1,1779,57,1836,0.001,1,1,1,1
鎰勝,電子零組件業,6115,1100,963,844,684,0.2117,0,0,5497,180.7902,1,0,72.164,2647.86,57.4606,2720.02,9,3,2,0.2222,0.9454,1,168.217,47.315,215.532,168.217,1,1,1,1
金橋,電子零組件業,6133,875,730,680,577,0.1667,0,0,721909.5,0.54,1,0,5237.5095,26941.235,551.733,0.01465,7,2,1,0.1428,0.8571,0.1428,1806.5,1085.5,2892,0.00195,1,1,1,1
柏承,電子零組件業,6141,715,599,588,512,0.0148,4,0.0084,599439,0.54,1,0,5258.2,21828.255,514.6,0.0195,7,3,1,0.1429,1,1,1804.5,538.5,2343,0.00195,1,1,1,1
嘉聯益,電子零組件業,6153,772,622,614,543,0.16,13,0.0055,663378,912.97,2,0,10068.4,24977.51,1029.2,0.01465,8,3,1,0.125,0.9836,1,1830,1020,2850,0.00195,1,1,1,1
鈞寶,電子零組件業,6155,632,530,512,455,0.3023,2,0.0076,53224,7.2615,1,0,26.76,6920.99,57.4606,0.0024,11,3,1,0.0909,0.9242,1,13.45,51.23,64.68,5.74305,1,1,1,1
精成科,電子零組件業,6191,3786,3437,2164,1787,0.2051,0,0,3990356,144.47,1,0.27645,0.4,275618.4,325798.5676,9.9786,9,3,0,0,0.9861,1,49432.9,18740.6,68173.5,2.4681,1,1,1,1
佳必琪,電子零組件業,6197,1298,1133,890,784,0.42,2,0.0083,31291,2070.0235,1,0,1337.5597,4661.805,1316567.513,120.4012,7,3,2,0.2857,1,0.5714,17640.665,27903.87,45544.535,131313.6085,1,1,1,1
詮欣,電子零組件業,6205,1012,873,749,589,0.45,0,0,169588,8676.0135,2,0,25.6288,294.9638,74.266,0.0003,7,2,2,0.2857,1,1,548.375,300.295,848.67,2.865,1,1,1,1
聯茂,電子零組件業,6213,1207,1032,872,609,0.125,0,0,38503,8683.255,21,0,2579.4,5685.5,57.4606,0.0027,9,4,3,0.33,0.9841,1,443.33,397.74,841.07,2.86805,1,1,1,1
聚鼎,電子零組件業,6224,1387,1214,949,798,0.0505,1,0.0011,24079,28.97,2,0,95.7194,3638.11,4883.068,4845.07015,10,3,0,0,0.8556,0.3333,34838,55410,90248,0.04,1,1,1,1
台郡,電子零組件業,6269,838,670,632,560,0.1679,2,0.0008,780441,0.8,8,0,406.619,28904.96,57.4606,0.029,11,3,2,0.1818,0.98,0.3636,1783,1151,2934,0.0029,1,1,1,1
康舒,電子零組件業,6282,1151,985,988,767,0.0304,41,0.0044,906930,4140.02,2,0,2207.51,50543.02,2633060.76,240.7997,11,3,0,0,0.9738,1,156.25,5593.17,5749.42,262459,1,1,1,1
群電,電子零組件業,6412,2149,1921,1616,1352,0.1887,0,0,725699.4,0.0179,13,0.0341,2699.4,51196.68,32246147.4,0.0013,7,3,2,0.29,0.97,1,56.33,3563.25,3619.58,0.07345,1,1,1,1
鈺邦,電子零組件業,6449,1550,1379,984,777,0.18,0,0,12049.871,29.37,1,0.175,59.81,2269.0335,4883.068,1360.05,7,3,0,0,0.96,0.57,17503.1085,27728.6575,45142.45,84.1485,1,1,1,1
騰輝電子-KY,電子零組件業,6672,1006.5,866,739,648,0.1695,11,0.0127,207160,0.027,4,0.02575,7657.93,19063.62,42.918,0.0035,7,3,0,0,0.964,1,0,6.766,1926.38,0.0003,1,1,1,1
嘉基,電子零組件業,6715,1587,1380,1047,953,0.138,94,0,20802.63,8679.5165,1,0,391.2518,2839.06,57.4606,1.03515,7,3,1,0.1428,1,1,17419,27707.566,45126.566,2.86,1,1,1,1
AES-KY,電子零組件業,6781,1424,1256,937,780.5,0.12,0,0,20.742,57.94,1,0,28.417,899.957,9691.87,0.08,7,3,1,0.0014,1,1,84.1085,27.8575,36.9,0.08,1,1,1,1
台虹,電子零組件業,8039,1052,847,811,727,0.1,3,0.0035,86206,2.4019,1,0,5754.72,18405.32,57.4606,0.6732,9,3,0,0,0.9706,1,278.535,1412.6,1691.13,0.0471,1,1,1,1
南電,電子零組件業,8046,1352,1196,1184,1147,0.1036,0,0,5480000,80.7,5,0,11686.98,421396.31,447136.79,8.2921,9,3,0,0,1,1,5135,17342,22477,30,1,1,1,1
瀚荃,電子零組件業,8103,1191,1012,928,790,0.33,0,0,3284.5,8676.0135,1,0.175,30.5074,228.9044,40.6552,1360.01015,7,3,1,0.1429,0.9571,1,0,5.132,5.132,86.9685,1,1,1,1
志超,電子零組件業,8213,3668,3425,1549,1337,0.2778,2,0.0052,722756,1825.14,1,0,948.474,19617.36,57.4606,0.0008,15,3,5,0.3333,0.959,0.3333,2178.48,378.2,2556.68,0.07345,1,1,1,1
菱光,電子零組件業,8249,2102,1854,1425,1198,0.17,0,0,1072,209.76,1,0,29.4622,564.4307,4866.2626,0.04015,7,3,1,0.1429,0.9237,1,84.1085,26.2235,21.016,84.1485,1,1,1,1
士電,電機機械,1503,1204,1063,1016,841,0.0816,0,0,208600,0.0075,1,0.012,2087.88,18949.09,11367729.68,0.7597,14,3,0,0,0.9107,1,1.9,738.84,740.74,6.6013,1,1,1,1
東元,電機機械,1504,1059,910,877,717,0.2159,2,0.0009,184150,8,13,0.024,19905.25,27000.65,22735295.01,2.04,11,4,2,0.1818,0.9919,0.9091,10.35,3015.22,3025.57,13.2,1,1,1,1
正道,電機機械,1506,727,597,521,466,0.4167,1,0.0004,29599.0885,251.04915,1,0.03015,1122.94,2651.985,16846.675,0.3206,9,3,1,0.1111,0.9667,1,7,41.44,27.5,0.4697,1,1,1,1
中興電,電機機械,1513,956,796,809,702,0.15,3,0.0018,17028,0.9447,1,0.0753,406.536,5044.55,4269.723,0.3024,9,3,1,0.1111,0.9815,1,0.048,435.571,435.619,0.0241,1,1,1,1
亞力,電機機械,1514,984,838,825,725,0.0156,1,0,25533,34.475,1,0.0381,5191.96,2136.57,127.9691,528.155,12,3,2,0.1666,0.9041,0.1666,0,70.6,70.6,0.10305,1,1,1,1
力山,電機機械,1515,591,510,563,486,0.1401,98,0.0573,585208.5,27.775,1,0.03015,6580.505,126498.59,16846.675,4.54225,9,4,1,0.1111,0.9756,0.5556,2687.78,25923.175,28610.955,0.7358,1,1,1,1
利奇,電機機械,1517,605,504,534,502,0.0845,5,0.006,850,1.8464,1,0.0381,5870,191.9435,4269.723,528.155,7,3,4,0.57,1,1,0,16.1,50.7334,0.149,1,1,1,1
華城,電機機械,1519,1016,861,826,708,0.1333,5,0.0055,33661,5.36,1,0.0009,375.4879,4576.87,91.5922,0.8025,9,3,0,0,1,1,0,146.72,918.52,0.1461,1,1,1,1
日馳,電機機械,1526,859,748,598,415,0.2,0,0,12896,2.31735,1,0.0381,159.36,1132.61,4269.723,0.987,9,4,3,0.3333,1,1,0,16.1,61.84,0.15705,1,1,1,1
鑽全,電機機械,1527,725,625,607,540,0.0081,8,0.0108,22594,502.0888,1,0.0381,5351.043,11648.9,127.9691,0.1512,11,3,1,0.091,0.8571,0.4545,0,41.88,41.88,0.9307,1,1,1,1
恩德,電機機械,1528,978,861,657,572,0.0408,0,0,585208.5,27.775,1,0.0165,6580.505,126498.59,16846.675,4.54225,7,3,1,0.14,1,1,2687.78,25923.175,28610.955,0.7358,1,1,1,1
樂事綠能,電機機械,1529,633,506,525,480,0.1,0,0,426.0885,27.775,1,0.03015,2979.185,542.675,16846.675,528.195,11,3,1,0.091,0.81,0.091,2687.78,25923.175,25.3667,0.7358,1,1,1,1
亞崴,電機機械,1530,731,617,664,539,0.0943,1,0.006,40895,251.04915,1,0.03015,1183.715,8417.45,16846.675,0.3206,7,3,0,0,0.97,1,7,41.44,48.44,0.4697,1,1,1,1
高林股,電機機械,1531,937,796,661,630,0.1923,1,0.0059,223798,3.63,1,0.02335,4324.57,73545.75,16846.675,0.8229,7,3,2,0.2857,0.6905,1,177.83,21958.475,22136.305,0.2533,1,1,1,1
勤美,電機機械,1532,958,811,769,615,0.3175,1,0.0032,129319,5.67,6,0.0097,3715.13,19223.32,32732.67,1.0058,9,3,2,0.22,0.8524,1,0,7447.4,7447.4,0.3266,1,1,1,1
中宇,電機機械,1535,1154,1009,1025,935,0.0775,0,0,426.0885,43.415,2,0.01895,2938.44,265.917,164.346,0.56,11,3,1,0.0909,0.9545,1,0,41.25,5.95,0.06,1,1,1,1
廣隆,電機機械,1537,1032,873,791,644,0.2393,0,0,324636,17.86,3,0.012,4684.15,51375.48,56733.173,103.42,9,3,0,0,1,1,1949,867,2816,2058.86,1,1,1,1
正峰,電機機械,1538,809,686,475,444,0.3076,1,0.014,6449.0885,251.04915,1,0.05615,83.12,625.29,562.513,0.4941,5,2,0,0,0.9574,0.2857,0,11.9,11.9,0.4697,1,1,1,1
巨庭,電機機械,1539,629,510,476,417,0.17,0,0,6449.0885,43.415,1,0.01895,88.37,967.38,127.9691,1055.75,7,3,2,0.29,0.94,1,0,41.25,5.95,0.06,1,1,1,1
喬福,電機機械,1540,707,578,542,512,0,0,0,2.177,1.8464,0,0.0381,6.88,117.97,4269.723,528.155,7,3,1,0.1429,1,0,0,16.1,0,0.149,1,1,1,1
錩泰,電機機械,1541,696,590,587,537,0.2273,0,0,59196,0.0095,1,0.0185,2239,5186,82.173,0.0012,5,2,3,0.6,0.98,0,14,41,55,0.0087,1,1,1,1
伸興,電機機械,1558,1047,874,886,831,0.44,10,0.0032,271676,0.0705,2,0,2120,18492,113302,0.0054,10,3,0,0,0.9865,1,81,992,1073,0.0003,1,1,1,1
中砂,電機機械,1560,908,761,762,699,0.067,12,0.0081,1464402.6,267.75,4,0.01165,4055.13,40397.29,42484.488,8.13,7,3,0,0,1,1,25.19,1544.32,1569.51,0.29,1,1,1,1
程泰,電機機械,1583,788,629,651,587,0.17,2,0.0054,40.62,1.8464,0,0.0381,128.43,2201,4269.723,528.155,9,3,1,0.1111,0.9753,1,0,49.054,5.95,0.149,1,1,1,1
永冠-KY,電機機械,1589,764,653,612,558,0.1567,75,0.0003,318277,1.59,7,0.012,4934.01,127868.18,56733.173,0.64,11,3,1,0.0909,0.9865,1,355.66,36469.55,36825.21,0.18,1,1,1,1
亞德客-KY,電機機械,1590,764,653,612,558,0.1004,85,0.0106,852140,53.96,31,0.0233,8227,125129,42484.488,8.4445,9,3,1,0.0011,0.9074,0.4444,5019.9,15376.8,20396.7,1.2916,1,1,1,1
直得,電機機械,1597,900,770,740,665,0.3143,1,0.0023,36038,24.9,1,0.037,97.43,4787.7,960.68,15.3,8,3,3,0.375,0.9583,1,0,281.54,281.54,0.195,1,1,1,1
上銀,電機機械,2049,1040,896,917,839,0.1269,43,0.0089,832904,36.2037,3,0.01165,10063.18,151143.67,84804.63,7.0072,9,3,3,0.3333,1,1,16.07,11102.36,11118.43,0.4833,1,1,1,1
大同,電機機械,2371,915,794,730,645,0.212,8,0.0031,537322,8.96525,1,0,1616.52,19356.61,56733.173,527.875,7,2,0,0,1,0.8571,7.47,2937.31,2944.78,1029.43015,1,1,1,1
大量,電機機械,3167,1072,582,804,691,0.1538,2,0.0081,195560,4.00375,2,0.01685,80,2233,11367729.68,528.155,9,3,0,0,0.9778,1,0,16.1,16.1,6.6013,1,1,1,1
東台,電機機械,4526,774,630,656,595,0.01,12,0.0179,22.5,0.0028,1,0.0381,241.3137,3183.49,4269.723,0.33,13,3,2,0.1538,0.9846,1,0,86.208,86.208,0.008,1,1,1,1
瑞智,電機機械,4532,1015,840,922,791,0.129,5,0.0158,5021.9,1.8464,1,0.0381,5191.96,616.6485,4269.723,0.28,9,3,0,0,0.7963,0.8889,0,16.1,303.87,0.149,1,1,1,1
全球傳動,電機機械,4540,670,563,585,523,0.2143,8,0.0071,58726,23.24,2,0.0185,6267.275,3076.69,82.173,0.0006,7,3,1,0.1429,1,1,0,90.07,90.07,0.06,1,1,1,1
力達-KY,電機機械,4552,692,572.5,526,454.5,0.2,0,0,101136,43.415,2,0.0165,10295.55,3548,42484.488,0,7,3,1,0.14,0,1,8.865,216.11,224.975,0.06,1,1,1,1
氣立,電機機械,4555,707,573,498,440,0.2826,0,0,110964,11.62,2,0,5165.95035,6478.19,42402.315,0,7,3,0,0,1,1,8.865,216.11,125.905,0.03,1,1,1,1
強信-KY,電機機械,4560,692,579,567,489.5,0.0537,9,0.0063,84618.5,37.58,1,0,5165.95035,3548,42402.315,2.515,7,3,1,0.14,0.93,1,8.865,216.11,224.975,0.075,1,1,1,1
穎漢,電機機械,4562,677,572,554,469,0.49,8,0.0243,42208.5,43.415,1,0.0185,5268.43185,2607.745,480.34,2.515,7,3,0,0,1,1,0,20.3,20.3,0.06,1,1,1,1
元翎,電機機械,4564,707,586,580,510,0.2778,7,0.021,143546,6.835,1,0.01685,5191.96,616.6485,16448.508,527.875,7,3,2,0.2857,0.9762,1,17.73,411.92,429.65,6.7633,1,1,1,1
時碩工業,電機機械,4566,997,868,683,541,0.154,0,0,18427.75,5.7864,1,0,5268.43185,4123.745,42402.315,0.165,6,3,1,0.1666,0.9361,1,0,187.999,187.999,0.049,1,1,1,1
鈞興-KY,電機機械,4571,796,688,607.5,507.5,0.05,0,0,31262,37.58,3,0,5165.95035,3548,42402.315,2.515,7,3,0,0,1,1,0,156.595,156.595,0.075,1,1,1,1
駐龍,電機機械,4572,595,508,532,474,0.25,1,0.0044,25691,63.59,1,0.0381,5191.96,2032,127.9691,5.03,7,3,2,0.2857,1,1,0,23.4,23.4,0.06,1,1,1,1
大銀微系統,電機機械,4576,1062,928,876,762,0.18,2,0.003,36833,11.57,2,0.01895,5196.49,5064,526.1361,7.65,9,3,1,0.1111,0.9815,1,0,289.79,289.79,0.09,1,1,1,1
台灣精銳,電機機械,4583,733,635,526,454.5,0.2857,5,0.0073,78382,0,0,0,36.3507,10924.38,0,0,7,3,1,0.1429,0.9524,1,0,16.1,231.51,0,1,1,1,1
豐祥-KY,電機機械,5288,852,720.5,590.5,490.5,0.0761,7,0.0014,231474,0.0404,5,0.012,2006.65,20901,56733.173,0.004,7,3,0,0,1,1,1505.65,13563.43,15069.08,0.0026,1,1,1,1
寶一,電機機械,8222,589,488,462,428,0.29,0,0,12233,2.31735,1,0.0381,2653.89,4040.12,4269.723,2.1235,7,3,2,0.2857,1,1,8.626,41.21,49.836,0.15705,1,1,1,1
羅昇,電機機械,8374,1313,1133,946,836,0.2,0,0,429,1.8464,1,0.0381,5268.43185,2692.245,4269.723,0.165,9,3,2,0.2222,1,1,0,53.254,53.254,0.149,1,1,1,1
高力,電機機械,8996,923,809,756,716,0.22,3,0.006,8229,3.69,1,0.0381,326.82,6947.63,8375.1,3.26,9,3,0,0,1,1,0,640.816,640.816,0.29,1,1,1,1
華電,電器電纜,1603,692,598,538,472,0.2766,9,0.0152,146870,138925.155,1,0,2770.175,17645.88,2408341.62,10162.275,5,3,1,0.2,0.8857,0.6,84.72,110.92,195.64,97.175,1,1,1,1
